handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_11e6c767-b521-c329-8c04-a729c258d943,Variant,,,,,,,,,true,,,3,0.075,,,,40g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_217ae92b-3a07-b1b5-8702-dd11960a5fb3,Product,"Savon olive, coco, ricin, palme RSPO - Senteur Eté Indien","<p>&nbsp;</p><p>Savon au parfum poudré,&nbsp;frais, florale légèrment&nbsp;musqué, vert,&nbsp;ambré&nbsp;évoquant tantôt&nbsp;la citronnelle ou le litchi qui va aussi bien aux femmes qu'aux hommes.</p><p>&nbsp;</p><p>Faites-vous plaisir et prenez soin de votre peau en se lavant.</p><p>&nbsp;</p><p>Savon naturel&nbsp;à l'huile d'olive, de coco,&nbsp;de palme (garantie sans déforestation) et de ricin d'une texture onctueuse et surgraissé pour apporter douceur et&nbsp;hydratation.&nbsp;Un&nbsp;vrai&nbsp;délice sur&nbsp;la peau qui restera agréablement parfumée.</p><p>&nbsp;</p><p><em>Savons surgras&nbsp;naturellement glycérinés fait main et saponifiés à froid dans l'atélier de So You à Genève. </em></p><p><em>Ils sont doux, hydratants,&nbsp;biodégradables&nbsp;et conviennent à&nbsp;tous types de peaux. Ils sont bons pour la Peau, non testé sur les Animaux et respectueux de la Nature.</em></p>",a6901a_8aa34c411d1749758fdad21e076da60c~mv2.jpg,Savons;Savons visage & corps,,Savon mousse onctueuse,9.7,,false,PERCENT,0.0,0,,,Poids,DROP_DOWN,75g,,,,,,,,,,,,,,,,Base,"<p>Olive, coco, palme (certifiée sans déforestation) et ricin</p>
",Parfum,"<p>Eté Indien</p>
",,,,,,,,,,,,,,,
product_217ae92b-3a07-b1b5-8702-dd11960a5fb3,Variant,,,,,,,,,true,,,0,0.075,,,,75g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5bdc1de6-9938-aacb-5fd6-55d69d00e75a,Product,"Savon olive, coco, ricin, palme RSPO - Senteur Lolipop - Edition Limitée","<p>&nbsp;</p><p>Senteur discrète de vanille avec une pincée de banane et pomme d'amour&nbsp;pour un moment de détente gourmand. Savon curé plus d'une année.</p><p>&nbsp;</p><p>Savon naturel&nbsp;à l'huile d'olive, de coco,&nbsp;de palme (garantie sans déforestation) et de ricin d'une texture onctueuse et surgraissé pour apporter douceur et&nbsp;hydratation.&nbsp;Un&nbsp;vrai&nbsp;délice sur&nbsp;la peau.</p><p>&nbsp;</p><p><em>Savons surgras&nbsp;naturellement glycérinés fait main et saponifiés à froid dans l'atélier de So You à Genève. </em></p><p><em>Ils sont doux, hydratants,&nbsp;biodégradables&nbsp;et conviennent à&nbsp;tous types de peaux. Ils sont bons pour la Peau, non testé sur les Animaux et respectueux de la Nature.</em></p>",a6901a_0f3a3b4d763e4960bd2d463d9c405c56~mv2.jpg,Savons;Savons visage & corps,,Savon mousse onctueuse,11.6,,true,PERCENT,50.0,0,,,Taille,DROP_DOWN,90g,,,,,,,,,,,,,,,,Base,"<p>Olive, coco, palme (certifiée sans déforestation) et ricin</p>
",Parfum,"<p>Lolipop</p>
",,,,,,,,,,,,,,,
product_5bdc1de6-9938-aacb-5fd6-55d69d00e75a,Variant,,,,,,,,,true,,,2,0.075,,,,90g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2f334bb1-3be2-cdb7-8037-31cfe04d1db8,Product,"Savon olive, coco, ricin, palme RSPO - Senteur Légère Fraise","<p>&nbsp;</p><p>Senteur discrète de fraise pour un moment de détente gourmand et vivifiant.</p><p>&nbsp;</p><p>Savon naturel&nbsp;à l'huile d'olive, de coco,&nbsp;de palme (garantie sans déforestation) et de ricin d'une texture onctueuse et surgraissé pour apporter douceur et&nbsp;hydratation.&nbsp;Un&nbsp;vrai&nbsp;délice sur&nbsp;la peau.</p><p>&nbsp;</p><p><em>Savons surgras&nbsp;naturellement glycérinés fait main et saponifiés à froid dans l'atélier de So You à Genève. </em></p><p><em>Ils sont doux, hydratants,&nbsp;biodégradables&nbsp;et conviennent à&nbsp;tous types de peaux. Ils sont bons pour la Peau, non testé sur les Animaux et respectueux de la Nature.</em></p>",a6901a_6d1a8c00bcef4b5ba229029e21021390~mv2.jpg,Savons;Savons visage & corps,,Savon mousse onctueuse,11.0,,false,PERCENT,0.0,0,,,Taille,DROP_DOWN,90g,,,,,,,,,,,,,,,,Base,"<p>Olive, coco, palme (certifiée sans déforestation) et ricin</p>
",Parfum,"<p>Fraise</p>
",,,,,,,,,,,,,,,
product_2f334bb1-3be2-cdb7-8037-31cfe04d1db8,Variant,,,,,,,,,true,,,0,0.075,,,,90g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_453875e1-785d-710a-1ff1-2c49ce6f6cee,Product,"Savon olive, coco, ricin, palme RSPO - Senteur Vanilla Moon","<p>&nbsp;</p><p>Rebaptisé Curaçao Bleu aux senteurs&nbsp;vanillée avec une dosette&nbsp;de banane glacée pour un moment gourmand&nbsp;et reconfortant.&nbsp;</p><p>&nbsp;</p><p>Savon naturel&nbsp;à l'huile d'olive, de coco,&nbsp;de palme (garantie sans déforestation) et de ricin d'une texture onctueuse et surgraissé pour apporter douceur et&nbsp;hydratation.&nbsp;Un&nbsp;vrai&nbsp;délice sur&nbsp;la peau.</p><p>&nbsp;</p><p><em>Savons surgras&nbsp;naturellement glycérinés fait main et saponifiés à froid dans l'atélier de So You à Genève. </em></p><p><em>Ils sont doux, hydratants,&nbsp;biodégradables&nbsp;et conviennent à&nbsp;tous types de peaux. Ils sont bons pour la Peau, non testé sur les Animaux et respectueux de la Nature.</em></p>",a6901a_04d45d4656bd4562be71dd3ce44096b0~mv2.jpg,Savons;Savons visage & corps,,Savon mousse onctueuse,9.7,,false,PERCENT,0.0,0,,,Parfum,DROP_DOWN,Vanilla Moon,Taille,DROP_DOWN,75g,,,,,,,,,,,,,Base,"<p>Huile d'olive, coco, palme (certifiée sans déforestation) et ricin</p>
",Parfum,"<p>Vanilla Moon</p>
",Forme,"<p>Rectangle</p>
",,,,,,,,,,,,,
product_453875e1-785d-710a-1ff1-2c49ce6f6cee,Variant,,,,,,,,,true,,,0,0.075,,,,Vanilla Moon,,,75g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2ac5882b-c497-5ccf-3fce-02611406bdfe,Product,"Stick lèvres naturel - cacao, coco, amande douce et cranberry","<p>&nbsp;</p><p>Prenez soin de vos lèvres toute l'année,&nbsp;qu'elle soient sèches, gercées, abimées ou pas,&nbsp;avec nos sticks à lèvres naturels sans parfum, spécialement conçus pour convenir aux végans,&nbsp;légèrement teintés en rose pour un effet bonne mine et&nbsp;des lèvres satinées, hydratées et&nbsp;douces.&nbsp;</p><p>&nbsp;</p><p>Contient de&nbsp;la poudre de canneberge et vitamine E&nbsp;antioxydantes,&nbsp;beurre de cacao&nbsp;bio et huile de coco bio&nbsp;hydratants, nourrissants, réparateurs&nbsp;et protécteurs,&nbsp;huile d'amande douce bio aduccissante et assouplissante.&nbsp;</p><p>&nbsp;</p><p><em>Produit artisanal réalisé dans l'atélier de So You à Genève. </em></p><p><em>Non testé sur les animaux , biodégradable et respectueux de la Nature.</em></p>",a6901a_7075e302dd4d4890b24dc4eb8c03de2f~mv2.jpg;a6901a_6fd48ab45ed54a46848262e7edd05d4a~mv2.jpg;8c476fcc84a64c9aa3f446a61301cbf3.jpg,Soin des lèvres;Vegan,,Stick lèvres végan,14.9,,false,PERCENT,0.0,0,,,Soin des lèvres naturel - Baume,DROP_DOWN,Sans parfum,,,,,,,,,,,,,,,,Base,"<p>Beurre de cacao bio, huile de coco bio,&nbsp;amande douce bio, vitamine E et poudre de cranberry</p>
",Parfum,"<p>Sans parfum</p>
",Poids,"<p>5g</p>
",,,,,,,,,,,,,
product_2ac5882b-c497-5ccf-3fce-02611406bdfe,Variant,,,,,,,,,false,,,5,0.075,,,,Sans parfum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b51e1f45-bb22-0c10-5d37-887981a7849d,Product,Crème visage peaux atopiques et rougeurs jour et nuit -  rose musquée calophylle,"<p>&nbsp;</p><p><span><span><span><span><span>La crème Serenity Skin est spécialement conçue pour aider à soulager les&nbsp;<strong><span>peaux atopiques et les peaux sujettes aux rougeurs et couperoses.&nbsp;</span></strong><span>Les huiles végétales selectionnées contiennent des principes actifs connus pour apporter soulagement et sérénité aux peaux exigeantes en terme de confort.&nbsp;</span></span></span></span></span></span></p><p><br><span><span><span><span><span>Les huiles végétales sont utilisées sur la peau pour leurs bienfaits depuis la nuit des temps. Toutes les huiles végétales ont leurs propres spécificités thérapeutiques mais ont en commun des propriétés hydratantes, nourrissantes et protectrices. Elles contiennent de multiples principes actifs bénéfiques pour la peau. Elles aident à préserver le film hydrolipidique de la peau qui constitue une barrière défensive naturelle et permet de lutter contre le stress oxydatif et le vieillissement cellulaire. </span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>C'est pourquoi chez So You, nous aimons privilégier des soins généreusement dosés en huiles végétales afin d'apporter à notre peau un maximum de principes actifs dont elle aurait besoin pour une hydratation intense. Après tout une belle peau n'est-elle pas une peau simplement bien hydratée, nourrie et protégée avec des cosmétiques appropriés ?</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>La ligne ''Hydratation Intense'' a été créée pour que chacun trouve une crème qui lui convient au mieux par rapport au besoin de tout un chacun pour retrouver ou préserver une peau rayonnante de santé et bien-être.</span></span></span></span></span></p><p>&nbsp;</p><p>Serenity Skin est composé d'ingrédients réputés pour leurs proprités suivantes :</p><p><span><span><span><span><strong><span>Huile calophylle (tamanu) bio :</span></strong></span></span></span></span></p><p><span><span><span><span><span>Anti-infectieuse, anti-inflammatoire, cicatrisante, circulatoire, anti-oxydante, émolliente et nourrissante</span></span></span></span></span></p><p><span><span><span><span><strong><span>Huile de rose musquée bio :</span></strong></span></span></span></span></p><p><span><span><span><span><span>Riche en antioxydants contient de la vitamine A, E et D, nourrissante, réparatrice, calmante et apaisante, aide au confort des peaux sensibles et atténue les rougeurs/irritations, assouplissante, restructurante et régénérante</span></span></span></span></span></p><p><span><span><span><span><strong><span>Macérât de calendula bio dans tournesol bio :</span></strong></span></span></span></span></p><p><span><span><span><span><span>​​Anti-âge, anti-inflammatoire, hydratante, assouplissante, régénérante, réparatrice, apaisante, aide à atténuer les rougeurs, cicatrisante, participe au confort des peaux sensibles et fragiles.</span></span></span></span></span></p><p><span><span><span><span><span>Huile de tournesol contient naturellement de la vitamine E</span></span></span></span></span><span><span><span><span><span>.</span></span></span></span></span></p><p><span><span><span><span><strong><span>Huile de carthame bio :</span></strong></span></span></span></span></p><p><span><span><span><span><span>Nourrissante, relipidante, raffermissante, calmante, apaisante et protectrice </span></span></span></span></span></p><p><span><span><span><span><strong><span>Huile de chanvre :</span></strong></span></span></span></span></p><p><span><span><span><span><span>Anti-âge et riche en antioxydants, anti-inflammatoire et apaisante, aide au confort des peaux sensibles et atténue les rougeurs/irritations, hydratante et assouplissante, nourrit la peau en profondeur</span></span></span></span></span></p><p><span><span><span><span><strong><span>Huile essentielle d’immortelle :</span></strong></span></span></span></span></p><p><span><span><span><span><span>Aide à améliorer la circulation, anti-âge, régénère la peau en profondeur, apaisante, cicatrisante </span></span></span></span></span></p><p><span><span><span><span><strong><span>Cire d’abeille :</span></strong></span></span></span></span></p><p><span><span><span><span><span>Nourrissante et hydratante, protège la peau du dessèchement</span></span></span></span></span></p><p><span><span><span><span><strong><span>Cire végétale :</span></strong></span></span></span></span></p><p><span><span><span><span><span>Anti-âge, nourrissante, hydratante, réparatrice</span></span></span></span></span></p><p><span><span><span><span><strong><span>Vitamine E :</span></strong></span></span></span></span></p><p><span><span><span><span><span>Antioxydant</span></span></span></span></span></p><p><span><span><span><span><strong><span>Eau de chaux (eau + hydroxyde de calcium) :</span></strong></span></span></span></span></p><p><span><span><span><span><span>L'hydroxyde de calcium est un additif alimentaire utilisé comme régulateur de pH </span></span></span></span></span></p><p><span><span><span><span><span>Ajusteur de PH en cosmétique, antiseptique et fongicide</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>Bien agiter énergiquement le flacon avant 1er emploi et de temps en temps si nécessaire en cas de déphasage. </span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>Ce produit est bien absorbé par la peau au bout de quelques minutes. Néanmoins, vous pouvez si vous souhaitez retirer l'excédent avec un kleenex ou utiliser une poudre libre à l'aide d'une houppette.</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>Produit naturel sans conservateur, respectueux de la nature et non testé sur les animaux, réalisé dans l'atelier de So You à Genève.</span></span></span></span></span></p><p><br><span><span><span><span><span>Avertissement : Toujours faire un test au préalable si première utilisation. </span></span></span></span></span></p><p><span><span><span><span><span>Les bienfaits, propriétés, indications et mode d'utilisation sont communiqués à titre informatif en fonction de la réputation générale provenant d'ouvrages de référence et ne sauraient constituer une information médicale.</span></span></span></span></span></p>",a6901a_ab261bed79274acd847b1d64036ad8ce~mv2.jpeg,Soins de la peau,,Hydratation intense,39.9,,false,PERCENT,0.0,0,,,Taille,DROP_DOWN,50ml avec pompe,,,,,,,,,,,,,,,,Senteur,"<p>Senteur naturelle et charactéristique des huiles employées + légère parfum</p>
",,,,,,,,,,,,,,,,,
product_b51e1f45-bb22-0c10-5d37-887981a7849d,Variant,,,,,,,,,true,,,2,0.075,,,,50ml avec pompe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_237e9408-f7a8-3f13-ac95-8c1646817f8a,Product,Crème visage peaux ternes et fatiguées  jour et nuit - Argan Ginseng Safran,"<p><span><span><span><span><span>Prenez de l'âge avec grâce...</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>Faites du bien à votre peau et sublimez-la avec nos crèmes naturelles et riches en principes actifs. Appliquez les non seulement sur le visage mais aussi sur les autres parties les plus exposées toute l'année tels que le cou et le décolleté. Pourquoi n'est pas aussi chouchouter vos mains avec nos crèmes visage ? Elles les méritent et seront magnifiées !</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>Les huiles végétales sont utilisées sur la peau pour leurs bienfaits depuis la nuit des temps. Toutes les huiles végétales ont leurs propres spécificités thérapeutiques mais ont en commun des propriétés hydratantes, nourrissantes et protectrices. Elles contiennent de multiples principes actifs bénéfiques pour la peau. Elles aident à préserver le film hydrolipidique de la peau qui constitue une barrière défensive naturelle et permet de lutter contre le stress oxydatif et le vieillissement cellulaire. </span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>C'est pourquoi chez So You, nous aimons privilégier des soins généreusement dosés en huiles végétales afin d'apporter à notre peau un maximum de principes actifs dont elle aurait besoin pour une hydratation intense. Après tout une belle peau n'est-elle pas une peau simplement bien hydratée, nourrie et protégée avec des cosmétiques appropriés exempts d'ingrédients agressifs et controversés ?</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>La ligne ''Hydratation Intense'' a été créée pour que chacun trouve une crème qui lui convient au mieux par rapport au besoin de tout un chacun pour retrouver ou préserver une peau rayonnante de santé et bien-être.</span></span></span></span></span></p><p><br><span><span><span><span><span>La crème Perfect Skin est un véritable secret de beauté pour les peaux ternes, irrégulières, fatiguées, sans tonus, dévitalisées et stressées (pollution, tabac etc.). Riche en principes actifs naturels elle prend soin de la peau en profondeur et convient également à tous types de peaux. Elle contient un véritable trésor d'huiles précieuses de haute qualité et des extraits puissants pour une peau plus lumineuse.</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>La peau est hydratée, plus souple dès la 1ère application.</span></span></span></span></span></p><p>&nbsp;</p><p><strong><span><span><span><span><span>Huile de carthame bio :</span></span></span></span></span></strong></p><p><span><span><span><span><span>Nourrissante, relipidante, raffermissante, calmante, apaisante et protectrice</span></span></span></span></span></p><p><strong><span><span><span><span><span>Huile d'argan bio :</span></span></span></span></span></strong></p><p><span><span><span><span><span>Riche en antioxydants et vitamine E, nourrissante, assouplissante, revitalisante, protectrice et cicatrisante</span></span></span></span></span></p><p><strong><span><span><span><span><span>Huile de rose musquée bio :</span></span></span></span></span></strong></p><p><span><span><span><span><span>Contient de la vitamine A, E et D. Anti-âge, nourrissante, assouplissante, raffermissante, réparatrice, calmante et apaisante, anti-tâches brunes</span></span></span></span></span></p><p><strong><span><span><span><span><span>Huile de germe de blé bio :</span></span></span></span></span></strong></p><p><span><span><span><span><span>Connue pour être naturellement riche en vitamine A, B, C, D, E et K. ​​Anti-âge, hydratante, nourrissante, régénérante et réparatrice, protectrice</span></span></span></span></span></p><p><strong><span><span><span><span><span>Huile de pépins de framboise bio :</span></span></span></span></span></strong></p><p><span><span><span><span><span>Anti-âge, anti-inflammatoire, nourrissante, assouplissante, raffermissante et régénérante, apaisante</span></span></span></span></span></p><p><strong><span><span><span><span><span>Extrait de ginseng poudre :</span></span></span></span></span></strong></p><p><span><span><span><span><span>Riche en vitamines B et C, le ginseng stimule les cellules de la peau et aide à défatiguer l’épiderme et favoriser l’éclat et la tonicité de la peau. Stimule la production de collagène</span></span></span></span></span></p><p><strong><span><span><span><span><span>Extrait de safran :</span></span></span></span></span></strong></p><p><span><span><span><span><span>Stimule l'éclat de la peau en améliorant la circulation sanguine</span></span></span></span></span></p><p><span><span><span><span><span>Riche en actifs antioxydants le safran est un anti-âge puissant et naturel</span></span></span></span></span></p><p><span><span><span><span><span>Nourrie intensément la peau grâce aux polysaccharides qu'il contient</span></span></span></span></span></p><p><span><span><span><span><span>Apaise et donne du confort aux peaux sèches et réactives</span></span></span></span></span></p><p><strong><span><span><span><span><span>Cire d’abeille :</span></span></span></span></span></strong></p><p><span><span><span><span><span>Contient de la vitamine A. Nourrissante et hydratante, protège la peau du dessèchement</span></span></span></span></span></p><p><strong><span><span><span><span><span>Cire végétale :</span></span></span></span></span></strong></p><p><span><span><span><span><span>Anti-âge, nourrissante, hydratante, réparatrice</span></span></span></span></span></p><p><strong><span><span><span><span><span>Vitamine E :</span></span></span></span></span></strong></p><p><span><span><span><span><span>Antioxydante</span></span></span></span></span></p><p><strong><span><span><span><span><span>Eau de chaux (eau + hydroxyde de calcium) :</span></span></span></span></span></strong></p><p><span><span><span><span><span>L'hydroxyde de calcium est un additif alimentaire utilisé comme régulateur de pH </span></span></span></span></span></p><p><span><span><span><span><span>Ajusteur de PH en cosmétique, antiseptique et fongicide</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>Bien agiter énergiquement le flacon avant 1er emploi et de temps en temps si nécessaire en cas de déphasage. </span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>Ce produit est bien absorbé par la peau au bout de quelques minutes. Pour une meilleure absorption bien masser le produit sur l'ensemble du visage et cou. Vous pouvez si vous souhaitez retirer l'excédent avec un kleenex ou utiliser une poudre libre à l'aide d'une houppette.</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>Produit naturel sans conservateur, respectueux de la nature et non testé sur les animaux, réalisé dans l'atelier de So You à Genève.</span></span></span></span></span></p><p><br><span><span><span><span><span>Avertissement : Toujours faire un test au préalable si première utilisation. </span></span></span></span></span></p><p><span><span><span><span><span>Les bienfaits, propriétés, indications et mode d'utilisation sont communiqués à titre informatif en fonction de la réputation générale provenant d'ouvrages de référence et ne sauraient constituer une information médicale.</span></span></span></span></span></p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>",8fbcbd_262a28fbc07d436392f50c56fa5eb787~mv2.jpeg,Soins de la peau,,Hydratation intense,42.0,,false,PERCENT,0.0,0,,,Taille,DROP_DOWN,50ml avec pompe,,,,,,,,,,,,,,,,Senteur,"<p>Senteur naturelle et charactéristique des huiles employées + légère parfum</p>
",,,,,,,,,,,,,,,,,
product_237e9408-f7a8-3f13-ac95-8c1646817f8a,Variant,,,,,,,,,true,,,2,0.075,,,,50ml avec pompe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4765e36f-ef5b-4790-6db6-3e39d0aaaad3,Product,Crème visage peaux sensibles et sèches jour et nuit - Baobab Onagre Thé Blanc,"<p>Prenez de l'âge avec grâce...</p><p>&nbsp;</p><p>Notre visage, cou&nbsp;et nos&nbsp;mains sont toujours exposés et reflètent l'état de notre peau comme une carte de visite. Dès lors, n'est-il pas important d'en prendre soin avec des crèmes appropriées exemptes d'ingrédients non agressifs et controversés?&nbsp;</p><p>&nbsp;</p><p>Illuminez votre visage avec nos crèmes et surtout n'oubliez pas de les appliquer sur le cou et le décolleté...appliqué sur les mains, elles seront magnifiées!&nbsp;</p><p>&nbsp;</p><p><span><span><span><span><span>Les huiles végétales sont utilisées sur la peau pour leurs bienfaits depuis la nuit des temps. Toutes les huiles végétales ont leurs propres spécificités thérapeutiques mais ont en commun des propriétés hydratantes, nourrissantes et protectrices. Elles contiennent de multiples principes actifs bénéfiques pour la peau. Elles aident à préserver le film hydrolipidique de la peau qui constitue une barrière défensive naturelle et permet de lutter contre le stress oxydatif et le vieillissement cellulaire. </span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>C'est pourquoi chez So You, nous aimons privilégier des soins généreusement dosés en huiles végétales afin d'apporter à notre peau un maximum de principes actifs dont elle aurait besoin pour une hydratation intense. Après tout une belle peau n'est-elle pas une peau simplement bien hydratée, nourrie et protégée avec des cosmétiques appropriés ?&nbsp;</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>La ligne ''Hydratation Intense'' a été créée pour que chacun trouve une crème qui lui convient au mieux par rapport au besoin de tout un chacun pour retrouver ou préserver une peau rayonnante de santé et bien-être.</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>La crème Baobab (l'arbre de vie) est une crème riche en principes actifs naturels pour <strong>tous types de peaux et convient également aux peaux sensibles.</strong> Les huiles végétales de choix sélectionnées participent à élaborer une crème certes riche mais légère, agréable au toucher et à l'application. Les huiles qu'elle renferme offrent des propriétés intéressantes et bénéfiques pour prendre soin de la peau en profondeur. </span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>La peau est hydratée, plus souple et lumineuse dès la 1ère application.</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><strong><span>Huile d'onagre bio :</span></strong></span></span></span></span></p><p><span><span><span><span><span>Anti-âge, anti-inflammatoire, nourrissante, émolliente, restructurante</span></span></span></span></span></p><p><span><span><span><span><strong><span>Huile baobab vierge :</span></strong></span></span></span></span></p><p><span><span><span><span><span>Stimule la production de collagène. Nourrissante, hydratante, assouplissante, réparatrice et&nbsp;régénérante</span></span></span></span></span></p><p><span><span><span><span><span><strong><span>Huile de thé blanc bio : </span></strong></span></span></span></span></span></p><p><span><span><span><span><span>Riche en antioxydants, astringente, détoxifiante, séboregulatrice, tonifiante et régénérante</span></span></span></span></span></p><p><span><span><span><span><strong><span>Huile de coton :</span></strong> </span></span></span></span></p><p><span><span><span><span><span>Nourrissante, protectrice, assouplissante et régénérante, revitalisante et tonifiante, illumine le teint</span></span></span></span></span></p><p><span><span><span><span><strong><span>Huile de sésame bio :</span></strong></span></span></span></span></p><p><span><span><span><span><span>Anti-âge, anti-inflammatoire, calmante, assouplissante, nourrissante et réparatrice,</span></span></span></span></span></p><p><span><span><span><span><strong><span>Cire d’abeille :</span></strong></span></span></span></span></p><p><span><span><span><span><span>Vitamine A naturellement présente. Nourrissante et hydratante, protège la peau du dessèchement</span></span></span></span></span></p><p><span><span><span><span><strong><span>Cire végétale :</span></strong></span></span></span></span></p><p><span><span><span><span><span>Anti-âge, nourrissante, hydratante, réparatrice</span></span></span></span></span></p><p><strong><span><span><span><span><span>Extrait d'imortelle :</span></span></span></span></span></strong></p><p><span><span><span><span><span><span>Puissant anti-âge, régénère la peau en profondeur, apaisante, favorise la production de collagène, cicatrisante </span></span></span></span></span></span></p><p><span><span><span><span><strong><span>Vitamine E :</span></strong></span></span></span></span></p><p><span><span><span><span><span>Antioxydant</span></span></span></span></span></p><p><span><span><span><span><strong><span>Eau de chaux (eau + hydroxyde de calcium) :</span></strong></span></span></span></span></p><p><span><span><span><span><span>L'hydroxyde de calcium est un additif alimentaire utilisé comme régulateur de pH </span></span></span></span></span></p><p><span><span><span><span><span>Ajusteur de PH en cosmétique, antiseptique et fongicide</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>Bien agiter énergiquement le flacon avant 1er emploi et de temps en temps si nécessaire en cas de déphasage. </span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>Ce produit est bien absorbé par la peau au bout de quelques minutes. Pour une meilleure absorption bien masser l'ensemble du visage et cou. Vous pouvez si vous souhaitez retirer l'excédent avec un kleenex ou utiliser une poudre libre à l'aide d'une houppette.</span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span>Produit naturel sans conservateur, respectueux de la nature et non testé sur les animaux, réalisé dans l'atelier de So You à Genève.</span></span></span></span></span></p><p><br><span><span><span><span><span>Avertissement : Toujours faire un test au préalable si première utilisation. </span></span></span></span></span></p><p><span><span><span><span><span>Les bienfaits, propriétés, indications et mode d'utilisation sont communiqués à titre informatif en fonction de la réputation générale provenant d'ouvrages de référence et ne sauraient constituer une information médicale.</span></span></span></span></span></p><p>&nbsp;</p><p>&nbsp;</p>",a6901a_f16c726066c74fa99239feb6c55e59cd~mv2.jpg,Soins de la peau,,Hydratation intense,49.9,,false,PERCENT,0.0,0,,,Taille,DROP_DOWN,50ml avec pompe,,,,,,,,,,,,,,,,Senteur,"<p>Senteur naturelle et charactéristique des huiles employées + légère parfum</p>
",,,,,,,,,,,,,,,,,
product_4765e36f-ef5b-4790-6db6-3e39d0aaaad3,Variant,,,,,,,,,true,,,2,0.075,,,,50ml avec pompe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
